,seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
7677,ethereum,remix-project,i,pksunkara,inflect,NPM
7678,ethereum,remix-project,nodent,matatbread,nodent,NPM
7679,ethereum,remix-project,type-detect,chaijs,type-detect,NPM
7680,ethereum,remix-project,temp-dir,sindresorhus,temp-dir,NPM
7681,ethereum,remix-project,style-loader,webpack-contrib,style-loader,NPM
7682,ethereum,sourcify,cspell-config-lib,streetsidesoftware,cspell,NPM
7683,ethereum,sourcify,@smithy/util-buffer-from,awslabs,smithy-typescript,NPM
7684,ethereum,sourcify,@emnapi/core,toyobayashi,emnapi,NPM
7685,ethereum,sourcify,binary-extensions,sindresorhus,binary-extensions,NPM
7686,ethereum,sourcify,@sentry/node,getsentry,sentry-javascript,NPM
7687,ethereum,sourcify,chardet,runk,node-chardet,NPM
7688,ethereum,sourcify,jsbn,andyperlitch,jsbn,NPM
7689,ethereum,sourcify,@humanwhocodes/object-schema,humanwhocodes,object-schema,NPM
7690,ethereum,sourcify,bl,rvagg,bl,NPM
7691,ethereum,sourcify,@nomicfoundation/ethereumjs-common,ethereumjs,ethereumjs-monorepo,NPM
7692,ethereum,sourcify,@smithy/util-base64,awslabs,smithy-typescript,NPM
7693,ethereum,fe,num-traits,rust-num,num-traits,CARGO
7694,ethereum,fe,group,zkcrypto,group,CARGO
7695,ethereum,fe,linux-raw-sys,sunfishcode,linux-raw-sys,CARGO
7696,ethereum,fe,unicode-width,unicode-rs,unicode-width,CARGO
7697,ethereum,fe,icu_collections,unicode-org,icu4x,CARGO
7698,ethereum,fe,strsim,rapidfuzz,strsim-rs,CARGO
7699,nethereum,nethereum,@noble/hashes,paulmillr,noble-hashes,NPM
7700,a16z,helios,@ethersproject/basex,ethers-io,ethers.js,NPM
7701,a16z,helios,ctr,rustcrypto,block-modes,CARGO
7702,a16z,helios,windows-registry,microsoft,windows-rs,CARGO
7703,a16z,helios,arrayvec,bluss,arrayvec,CARGO
7704,a16z,helios,pharos,najamelan,pharos,CARGO
7705,a16z,helios,@ethersproject/hash,ethers-io,ethers.js,NPM
7706,a16z,helios,matches,simonsapin,rust-std-candidates,CARGO
7707,a16z,helios,blake2,rustcrypto,hashes,CARGO
7708,a16z,helios,anstyle-wincon,rust-cli,anstyle,CARGO
7709,a16z,helios,netlink-packet-utils,rust-netlink,netlink-packet-utils,CARGO
7710,a16z,helios,ed25519-dalek,dalek-cryptography,curve25519-dalek,CARGO
7711,a16z,helios,wyz,myrrlyn,wyz,CARGO
7712,sigp,lighthouse,parity-scale-codec,paritytech,parity-scale-codec,CARGO
7713,sigp,lighthouse,axum,tokio-rs,axum,CARGO
7714,sigp,lighthouse,take_mut,sgeo,take_mut,CARGO
7715,sigp,lighthouse,asn1-rs-impl,rusticata,asn1-rs,CARGO
7716,sigp,lighthouse,static_assertions,nvzqz,static-assertions-rs,CARGO
7717,wevm,viem,rehype-slug,rehypejs,rehype-slug,NPM
7718,wevm,viem,outdent,cspotcode,outdent,NPM
7719,wevm,viem,jsonparse,creationix,jsonparse,NPM
7720,wevm,viem,jiti,unjs,jiti,NPM
7721,wevm,viem,knip,webpro,knip,NPM
7722,wevm,viem,toad-cache,kibertoad,toad-cache,NPM
7723,wevm,viem,react-fast-compare,formidablelabs,react-fast-compare,NPM
7724,wevm,viem,chrome-trace-event,samccone,chrome-trace-event,NPM
7725,wevm,viem,get-port,sindresorhus,get-port,NPM
7726,wevm,viem,fastify-plugin,fastify,fastify-plugin,NPM
7727,openzeppelin,openzeppelin-contracts,@eslint/plugin-kit,eslint,rewrite,NPM
7728,openzeppelin,openzeppelin-contracts,spdx-expression-parse,jslicense,spdx-expression-parse.js,NPM
7729,openzeppelin,openzeppelin-contracts,isexe,isaacs,isexe,NPM
7730,openzeppelin,openzeppelin-contracts,cosmiconfig,cosmiconfig,cosmiconfig,NPM
7731,openzeppelin,openzeppelin-contracts,solidity-comments-linux-x64-musl,,,NPM
7732,openzeppelin,openzeppelin-contracts,hmac-drbg,indutny,hmac-drbg,NPM
7733,openzeppelin,openzeppelin-contracts,buffer-from,linusu,buffer-from,NPM
7734,openzeppelin,openzeppelin-contracts,@ethersproject/logger,ethers-io,ethers.js,NPM
7735,openzeppelin,openzeppelin-contracts,read-pkg-up,sindresorhus,read-pkg-up,NPM
7736,openzeppelin,openzeppelin-contracts,word-wrap,jonschlinkert,word-wrap,NPM
7737,openzeppelin,openzeppelin-contracts,@ethersproject/hash,ethers-io,ethers.js,NPM
7738,scaffold-eth,scaffold-eth-2,pend,andrewrk,node-pend,NPM
7739,scaffold-eth,scaffold-eth-2,ajv,ajv-validator,ajv,NPM
7740,scaffold-eth,scaffold-eth-2,motion,mattgperry,motion,NPM
7741,scaffold-eth,scaffold-eth-2,is-finalizationregistry,inspect-js,is-finalizationregistry,NPM
7742,scaffold-eth,scaffold-eth-2,delayed-stream,felixge,node-delayed-stream,NPM
7743,scaffold-eth,scaffold-eth-2,@types/ms,definitelytyped,definitelytyped,NPM
7744,scaffold-eth,scaffold-eth-2,@ioredis/commands,ioredis,commands,NPM
7745,scaffold-eth,scaffold-eth-2,is-extglob,jonschlinkert,is-extglob,NPM
7746,scaffold-eth,scaffold-eth-2,@swc/helpers,swc-project,swc,NPM
7747,scaffold-eth,scaffold-eth-2,multiformats,multiformats,js-multiformats,NPM
7748,status-im,nimbus-eth2,pypng,drj11,pypng,PYPI
7749,status-im,nimbus-eth2,pip-tools,jazzband,pip-tools,PYPI
7750,prysmaticlabs,prysm,gopkg.in/inf.v0,,,GOLANG
7751,prysmaticlabs,prysm,github.com/pion/stun,pion,stun,GOLANG
7752,alloy-rs,alloy,coins-bip39,summa-tx,coins,CARGO
7753,eth-infinitism,account-abstraction,to-regex,jonschlinkert,to-regex,NPM
7754,eth-infinitism,account-abstraction,type-check,gkz,type-check,NPM
7755,eth-infinitism,account-abstraction,os-homedir,sindresorhus,os-homedir,NPM
7756,eth-infinitism,account-abstraction,union-value,jonschlinkert,union-value,NPM
7757,eth-infinitism,account-abstraction,babylon,babel,babylon,NPM
7758,eth-infinitism,account-abstraction,reusify,mcollina,reusify,NPM
7759,eth-infinitism,account-abstraction,@ethersproject/units,ethers-io,ethers.js,NPM
7760,eth-infinitism,account-abstraction,tweetnacl-util,dchest,tweetnacl-util-js,NPM
7761,eth-infinitism,account-abstraction,split-string,jonschlinkert,split-string,NPM
7762,eth-infinitism,account-abstraction,levn,gkz,levn,NPM
7763,eth-infinitism,account-abstraction,source-map-resolve,lydell,source-map-resolve,NPM
7764,chainsafe,lodestar,source-map,mozilla,source-map,NPM
7765,chainsafe,lodestar,web3-eth,chainsafe,web3.js,NPM
7766,chainsafe,lodestar,@ethersproject/base64,ethers-io,ethers.js,NPM
7767,chainsafe,lodestar,queue-microtask,feross,queue-microtask,NPM
7768,chainsafe,lodestar,nwsapi,dperini,nwsapi,NPM
7769,chainsafe,lodestar,@octokit/tsconfig,octokit,tsconfig,NPM
7770,chainsafe,lodestar,level-supports,level,supports,NPM
7771,chainsafe,lodestar,@webassemblyjs/ast,xtuc,webassemblyjs,NPM
7772,chainsafe,lodestar,@parcel/watcher,parcel-bundler,watcher,NPM
7773,chainsafe,lodestar,tar,isaacs,node-tar,NPM
7774,chainsafe,lodestar,@node-rs/jieba-linux-arm64-gnu,napi-rs,node-rs,NPM
7775,chainsafe,lodestar,builtin-status-codes,bendrucker,builtin-status-codes,NPM
7776,chainsafe,lodestar,rfdc,davidmarkclements,rfdc,NPM
7777,chainsafe,lodestar,depd,dougwilson,nodejs-depd,NPM
7778,chainsafe,lodestar,package-json-from-dist,isaacs,package-json-from-dist,NPM
7779,chainsafe,lodestar,base64-js,beatgammit,base64-js,NPM
7780,chainsafe,lodestar,@babel/plugin-transform-async-generator-functions,babel,babel,NPM
7781,chainsafe,lodestar,@rushstack/node-core-library,microsoft,rushstack,NPM
7782,chainsafe,lodestar,decimal.js,mikemcl,decimal.js,NPM
7783,chainsafe,lodestar,@babel/plugin-transform-runtime,babel,babel,NPM
7784,chainsafe,lodestar,is-plain-object,jonschlinkert,is-plain-object,NPM
7785,chainsafe,lodestar,cross-spawn,moxystudio,node-cross-spawn,NPM
7786,chainsafe,lodestar,@babel/plugin-syntax-class-static-block,babel,babel,NPM
7787,chainsafe,lodestar,keyv,jaredwray,keyv,NPM
7788,chainsafe,lodestar,@babel/helper-validator-option,babel,babel,NPM
7789,chainsafe,lodestar,@types/serve-static,definitelytyped,definitelytyped,NPM
7790,chainsafe,lodestar,ci-info,watson,ci-info,NPM
7791,ethereum,go-ethereum,github.com/cockroachdb/logtags,cockroachdb,logtags,GOLANG
7792,ethereum,remix-project,expand-range,jonschlinkert,expand-range,NPM
7793,ethereum,remix-project,has-unicode,iarna,has-unicode,NPM
7794,ethereum,remix-project,buffer-equal,inspect-js,buffer-equal,NPM
7795,ethereum,remix-project,lazystream,jpommerening,node-lazystream,NPM
7796,ethereum,remix-project,response-iterator,kmalakoff,response-iterator,NPM
7797,ethereum,remix-project,xterm-addon-search,xtermjs,xterm.js,NPM
7798,ethereum,remix-project,@webassemblyjs/wasm-edit,xtuc,webassemblyjs,NPM
7799,ethereum,remix-project,optimist,substack,node-optimist,NPM
7800,ethereum,remix-project,kleur,lukeed,kleur,NPM
7801,ethereum,remix-project,dotenv,motdotla,dotenv,NPM
7802,ethereum,remix-project,js-base64,dankogai,js-base64,NPM
7803,ethereum,remix-project,@yarnpkg/lockfile,yarnpkg,yarn,NPM
7804,ethereum,remix-project,undici-types,nodejs,undici,NPM
7805,ethereum,remix-project,redux-thunk,reduxjs,redux-thunk,NPM
7806,ethereum,remix-project,dargs,sindresorhus,dargs,NPM
7807,ethereum,remix-project,genfun,zkat,genfun,NPM
7808,ethereum,remix-project,@dnd-kit/sortable,clauderic,dnd-kit,NPM
7809,ethereum,remix-project,native-request,zaraldev,native-request,NPM
7810,ethereum,remix-project,align-text,jonschlinkert,align-text,NPM
7811,ethereum,remix-project,@web3modal/siwe,web3modal,web3modal,NPM
7812,ethereum,remix-project,@rollup/plugin-image,rollup,plugins,NPM
7813,ethereum,remix-project,istanbul-lib-source-maps,istanbuljs,istanbuljs,NPM
7814,ethereum,remix-project,deep-is,thlorenz,deep-is,NPM
7815,ethereum,remix-project,@types/async,definitelytyped,definitelytyped,NPM
7816,ethereum,remix-project,@electron-forge/template-webpack-typescript,electron,forge,NPM
7817,ethereum,remix-project,create-hmac,crypto-browserify,createhmac,NPM
7818,ethereum,remix-project,caching-transform,istanbuljs,caching-transform,NPM
7819,ethereum,remix-project,uvu,lukeed,uvu,NPM
7820,ethereum,remix-project,string-width,sindresorhus,string-width,NPM
7821,ethereum,remix-project,@vue/runtime-core,vuejs,core,NPM
7822,ethereum,remix-project,@istanbuljs/schema,istanbuljs,schema,NPM
7823,ethereum,remix-project,punycode,mathiasbynens,punycode.js,NPM
7824,ethereum,remix-project,thunky,mafintosh,thunky,NPM
7825,ethereum,remix-project,minipass,isaacs,minipass,NPM
7826,ethereum,remix-project,browser-process-hrtime,kumavis,browser-process-hrtime,NPM
7827,ethereum,sourcify,nopt,npm,nopt,NPM
7828,ethereum,sourcify,inherits,isaacs,inherits,NPM
7829,ethereum,sourcify,hardhat,nomiclabs,hardhat,NPM
7830,ethereum,sourcify,init-package-json,npm,init-package-json,NPM
7831,ethereum,sourcify,string-width-cjs,,,NPM
7832,ethereum,sourcify,trim-repeated,sindresorhus,trim-repeated,NPM
7833,ethereum,sourcify,@babel/helper-validator-identifier,babel,babel,NPM
7834,ethereum,sourcify,services/server,,,NPM
7835,ethereum,sourcify,ts-api-utils,joshuakgoldberg,ts-api-utils,NPM
7836,ethereum,sourcify,lru_map,rsms,js-lru,NPM
7837,ethereum,sourcify,vscode-languageserver-textdocument,microsoft,vscode-languageserver-node,NPM
7838,ethereum,sourcify,once,isaacs,once,NPM
7839,ethereum,fe,futures-executor,rust-lang,futures-rs,CARGO
7840,ethereum,fe,fs_extra,webdesus,fs_extra,CARGO
7841,nomicfoundation,hardhat,scheduler,facebook,react,NPM
7842,nomicfoundation,hardhat,@testing-library/user-event,testing-library,user-event,NPM
7843,nomicfoundation,hardhat,@lerna/global-options,lerna,lerna,NPM
7844,nomicfoundation,hardhat,@babel/plugin-transform-typescript,babel,babel,NPM
7845,nomicfoundation,hardhat,character-entities-legacy,wooorm,character-entities-legacy,NPM
7846,nomicfoundation,hardhat,@next/swc-freebsd-x64,,,NPM
7847,nomicfoundation,hardhat,web3-eth-abi,ethereum,web3.js,NPM
7848,nomicfoundation,hardhat,bcrypt-pbkdf,joyent,node-bcrypt-pbkdf,NPM
7849,nomicfoundation,hardhat,console-browserify,browserify,console-browserify,NPM
7850,nomicfoundation,hardhat,is-npm,sindresorhus,is-npm,NPM
7851,nomicfoundation,hardhat,p-pipe,sindresorhus,p-pipe,NPM
7852,nomicfoundation,hardhat,@webassemblyjs/wast-printer,xtuc,webassemblyjs,NPM
7853,nomicfoundation,hardhat,@ethersproject/wordlists,ethers-io,ethers.js,NPM
7854,nomicfoundation,hardhat,ganache-core,trufflesuite,ganache-core,NPM
7855,nomicfoundation,hardhat,upath,anodynos,upath,NPM
7856,nomicfoundation,hardhat,webauthn-p256,wevm,webauthn-p256,NPM
7857,nomicfoundation,hardhat,lcid,sindresorhus,lcid,NPM
7858,nomicfoundation,hardhat,@lerna/filter-options,lerna,lerna,NPM
7859,nomicfoundation,hardhat,builtins,juliangruber,builtins,NPM
7860,nomicfoundation,hardhat,micromark-extension-gfm-footnote,micromark,micromark-extension-gfm-footnote,NPM
7861,nomicfoundation,hardhat,comma-separated-tokens,wooorm,comma-separated-tokens,NPM
7862,nomicfoundation,hardhat,lodash.debounce,lodash,lodash,NPM
7863,nomicfoundation,hardhat,express,expressjs,express,NPM
7864,nomicfoundation,hardhat,jsbn,andyperlitch,jsbn,NPM
7865,nomicfoundation,hardhat,duplexer3,sindresorhus,duplexer3,NPM
7866,nomicfoundation,hardhat,browser-process-hrtime,kumavis,browser-process-hrtime,NPM
7867,nomicfoundation,hardhat,whatwg-fetch,github,fetch,NPM
7868,erigontech,erigon,github.com/golang/snappy,golang,snappy,GOLANG
7869,erigontech,erigon,github.com/mmcloughlin/addchain,mmcloughlin,addchain,GOLANG
7870,ethereumjs,ethereumjs-monorepo,through,dominictarr,through,NPM
7871,ethereumjs,ethereumjs-monorepo,@typescript-eslint/typescript-estree,typescript-eslint,typescript-eslint,NPM
7872,ethereumjs,ethereumjs-monorepo,stringify-entities,wooorm,stringify-entities,NPM
7873,ethereumjs,ethereumjs-monorepo,psl,lupomontero,psl,NPM
7874,ethereumjs,ethereumjs-monorepo,stop-iteration-iterator,ljharb,stop-iteration-iterator,NPM
7875,ethereumjs,ethereumjs-monorepo,fast-glob,mrmlnc,fast-glob,NPM
7876,ethereumjs,ethereumjs-monorepo,@rollup/rollup-freebsd-arm64,rollup,rollup,NPM
7877,ethereumjs,ethereumjs-monorepo,uint8-varint,achingbrain,uint8-varint,NPM
7878,ethereumjs,ethereumjs-monorepo,lodash.zip,lodash,lodash,NPM
7879,ethereumjs,ethereumjs-monorepo,@msgpackr-extract/msgpackr-extract-linux-arm64,kriszyp,msgpackr-extract,NPM
7880,ethereumjs,ethereumjs-monorepo,proxy-agent,tootallnate,proxy-agents,NPM
7881,ethereumjs,ethereumjs-monorepo,spacetrim,hejny,spacetrim,NPM
7882,foundry-rs,foundry,windows-core,microsoft,windows-rs,CARGO
7883,foundry-rs,foundry,rusb,a1ien,rusb,CARGO
7884,foundry-rs,foundry,alloy-rpc-types-trace,alloy-rs,alloy,CARGO
7885,foundry-rs,foundry,substrate-bn,paritytech,bn,CARGO
7886,foundry-rs,foundry,num_enum,illicitonion,num_enum,CARGO
7887,foundry-rs,foundry,bzip2,trifectatechfoundation,bzip2-rs,CARGO
7888,foundry-rs,foundry,mime_guess,abonander,mime_guess,CARGO
7889,foundry-rs,foundry,env_filter,rust-cli,env_logger,CARGO
7890,foundry-rs,foundry,security-framework-sys,kornelski,rust-security-framework,CARGO
7891,foundry-rs,foundry,ws_stream_wasm,najamelan,ws_stream_wasm,CARGO
7892,foundry-rs,foundry,rustls-webpki,rustls,webpki,CARGO
7893,foundry-rs,foundry,crossbeam-deque,crossbeam-rs,crossbeam,CARGO
7894,consensys,teku,object-assign,sindresorhus,object-assign,NPM
7895,ethers-io,ethers.js,isexe,isaacs,isexe,NPM
7896,ethers-io,ethers.js,istanbul-reports,istanbuljs,istanbuljs,NPM
7897,chainsafe,lodestar,webpack-sources,webpack,webpack-sources,NPM
7898,chainsafe,lodestar,wipe-webpack-cache,thekashey,wipewebpackcache,NPM
7899,chainsafe,lodestar,@vitest/expect,vitest-dev,vitest,NPM
7900,chainsafe,lodestar,json-buffer,dominictarr,json-buffer,NPM
7901,chainsafe,lodestar,@algolia/autocomplete-core,algolia,autocomplete,NPM
7902,chainsafe,lodestar,jsonparse,creationix,jsonparse,NPM
7903,chainsafe,lodestar,unbzip2-stream,regular,unbzip2-stream,NPM
7904,chainsafe,lodestar,@babel/plugin-transform-property-literals,babel,babel,NPM
7905,chainsafe,lodestar,make-dir,sindresorhus,make-dir,NPM
7906,chainsafe,lodestar,d3-format,d3,d3-format,NPM
7907,chainsafe,lodestar,buffer-from,linusu,buffer-from,NPM
7908,chainsafe,lodestar,callsites,sindresorhus,callsites,NPM
7909,chainsafe,lodestar,@biomejs/cli-win32-arm64,biomejs,biome,NPM
7910,chainsafe,lodestar,protons-runtime,ipfs,protons,NPM
7911,chainsafe,lodestar,ip,indutny,node-ip,NPM
7912,chainsafe,lodestar,@algolia/autocomplete-plugin-algolia-insights,algolia,autocomplete,NPM
7913,chainsafe,lodestar,@types/dns-packet,definitelytyped,definitelytyped,NPM
7914,chainsafe,lodestar,micromark-util-decode-numeric-character-reference,micromark,micromark,NPM
7915,chainsafe,lodestar,esbuild,evanw,esbuild,NPM
7916,chainsafe,lodestar,@chainsafe/swap-or-not-shuffle-darwin-x64,chainsafe,swap-or-not-shuffle,NPM
7917,chainsafe,lodestar,@chainsafe/fast-crc32c,chainsafe,node-fast-crc32c,NPM
7918,chainsafe,lodestar,d3-sankey,d3,d3-sankey,NPM
7919,chainsafe,lodestar,ts-poet,stephenh,ts-poet,NPM
7920,chainsafe,lodestar,object.assign,ljharb,object.assign,NPM
7921,consensys,teku,strip-json-comments,sindresorhus,strip-json-comments,NPM
7922,consensys,teku,pinkie-promise,floatdrop,pinkie-promise,NPM
7923,ethers-io,ethers.js,browser-stdout,kumavis,browser-stdout,NPM
7924,nethereum,nethereum,shebang-regex,sindresorhus,shebang-regex,NPM
7925,status-im,nimbus-eth2,pyyaml-env-tag,waylan,pyyaml-env-tag,PYPI
7926,status-im,nimbus-eth2,stack-data,alexmojaki,stack_data,PYPI
7927,vyperlang,vyper,asttokens,gristlabs,asttokens,PYPI
7928,erigontech,erigon,github.com/alecthomas/kong,alecthomas,kong,GOLANG
7929,erigontech,erigon,github.com/anacrolix/torrent,anacrolix,torrent,GOLANG
7930,erigontech,erigon,github.com/prysmaticlabs/gohashtree,prysmaticlabs,gohashtree,GOLANG
7931,ethereumjs,ethereumjs-monorepo,get-proto,ljharb,get-proto,NPM
7932,ethereumjs,ethereumjs-monorepo,pathval,chaijs,pathval,NPM
7933,ethereumjs,ethereumjs-monorepo,micro-packed,paulmillr,micro-packed,NPM
7934,ethereumjs,ethereumjs-monorepo,encodeurl,pillarjs,encodeurl,NPM
7935,ethereumjs,ethereumjs-monorepo,classic-level,level,classic-level,NPM
7936,ethereumjs,ethereumjs-monorepo,msgpackr,kriszyp,msgpackr,NPM
7937,ethereumjs,ethereumjs-monorepo,lilconfig,antonk52,lilconfig,NPM
7938,ethereumjs,ethereumjs-monorepo,@noble/ciphers,paulmillr,noble-ciphers,NPM
7939,ethereumjs,ethereumjs-monorepo,type-is,jshttp,type-is,NPM
7940,ethereumjs,ethereumjs-monorepo,@types/debug,definitelytyped,definitelytyped,NPM
7941,ethereumjs,ethereumjs-monorepo,@cspell/dict-node,streetsidesoftware,cspell-dicts,NPM
7942,ethereumjs,ethereumjs-monorepo,get-caller-file,stefanpenner,get-caller-file,NPM
7943,ethereumjs,ethereumjs-monorepo,language-subtag-registry,mattcg,language-subtag-registry,NPM
7944,ethereumjs,ethereumjs-monorepo,eslint-module-utils,import-js,eslint-plugin-import,NPM
7945,foundry-rs,foundry,bytes-utils,vorner,bytes-utils,CARGO
7946,foundry-rs,foundry,displaydoc,yaahc,displaydoc,CARGO
7947,foundry-rs,foundry,windows_x86_64_gnu,microsoft,windows-rs,CARGO
7948,foundry-rs,foundry,primitive-types,paritytech,parity-common,CARGO
7949,foundry-rs,foundry,which,harryfei,which-rs,CARGO
7950,foundry-rs,foundry,ff,zkcrypto,ff,CARGO
7951,paradigmxyz,reth,base-x,orkon,base-x-rs,CARGO
7952,paradigmxyz,reth,aes,rustcrypto,block-ciphers,CARGO
7953,paradigmxyz,reth,pbkdf2,rustcrypto,password-hashes,CARGO
7954,paradigmxyz,reth,curve25519-dalek,dalek-cryptography,curve25519-dalek,CARGO
7955,paradigmxyz,reth,semver,dtolnay,semver,CARGO
7956,paradigmxyz,reth,alloy-rpc-types-mev,alloy-rs,alloy,CARGO
7957,paradigmxyz,reth,aes-gcm,rustcrypto,aeads,CARGO
7958,paradigmxyz,reth,rusty-fork,altsysrq,rusty-fork,CARGO
7959,paradigmxyz,reth,sync_wrapper,actyx,sync_wrapper,CARGO
7960,paradigmxyz,reth,alloy-trie,alloy-rs,trie,CARGO
7961,safe-global,safe-smart-account,got,sindresorhus,got,NPM
7962,safe-global,safe-smart-account,import-fresh,sindresorhus,import-fresh,NPM
7963,safe-global,safe-smart-account,path-type,sindresorhus,path-type,NPM
7964,safe-global,safe-smart-account,tr46,jsdom,tr46,NPM
7965,safe-global,safe-smart-account,call-bind,ljharb,call-bind,NPM
7966,safe-global,safe-smart-account,req-from,sindresorhus,req-from,NPM
7967,safe-global,safe-smart-account,call-bind-apply-helpers,ljharb,call-bind-apply-helpers,NPM
7968,safe-global,safe-smart-account,req-cwd,sindresorhus,req-cwd,NPM
7969,safe-global,safe-smart-account,docker-modem,apocas,docker-modem,NPM
7970,grandinetech,grandine,salsa20,rustcrypto,stream-ciphers,CARGO
7971,grandinetech,grandine,libp2p-tcp,libp2p,rust-libp2p,CARGO
7972,grandinetech,grandine,platforms,rustsec,rustsec,CARGO
7973,grandinetech,grandine,protobuf,stepancheg,rust-protobuf,CARGO
7974,grandinetech,grandine,socket2,rust-lang,socket2,CARGO
7975,grandinetech,grandine,tokio-util,tokio-rs,tokio,CARGO
7976,openzeppelin,openzeppelin-contracts,escodegen,estools,escodegen,NPM
7977,openzeppelin,openzeppelin-contracts,deep-is,thlorenz,deep-is,NPM
7978,openzeppelin,openzeppelin-contracts,string_decoder,nodejs,string_decoder,NPM
7979,scaffold-eth,scaffold-eth-2,@types/json-schema,definitelytyped,definitelytyped,NPM
7980,scaffold-eth,scaffold-eth-2,cli-boxes,sindresorhus,cli-boxes,NPM
7981,scaffold-eth,scaffold-eth-2,depd,dougwilson,nodejs-depd,NPM
7982,scaffold-eth,scaffold-eth-2,@metamask/object-multiplex,metamask,object-multiplex,NPM
7983,scaffold-eth,scaffold-eth-2,ghost-testrpc,sc-forks,ghost-testrpc,NPM
7984,scaffold-eth,scaffold-eth-2,globalthis,ljharb,system.global,NPM
7985,scaffold-eth,scaffold-eth-2,next,vercel,next.js,NPM
7986,scaffold-eth,scaffold-eth-2,is-date-object,inspect-js,is-date-object,NPM
7987,scaffold-eth,scaffold-eth-2,minipass-pipeline,,,NPM
7988,scaffold-eth,scaffold-eth-2,stat-mode,tootallnate,stat-mode,NPM
7989,scaffold-eth,scaffold-eth-2,@nomicfoundation/solidity-analyzer-linux-x64-gnu,nomicfoundation,solidity-analyzer,NPM
7990,scaffold-eth,scaffold-eth-2,is-lambda,watson,is-lambda,NPM
7991,scaffold-eth,scaffold-eth-2,execa,sindresorhus,execa,NPM
7992,scaffold-eth,scaffold-eth-2,solidity-coverage,sc-forks,solidity-coverage,NPM
7993,scaffold-eth,scaffold-eth-2,@vercel/static-build,vercel,vercel,NPM
7994,scaffold-eth,scaffold-eth-2,npm-run-path,sindresorhus,npm-run-path,NPM
7995,scaffold-eth,scaffold-eth-2,eslint-plugin-react,yannickcr,eslint-plugin-react,NPM
7996,scaffold-eth,scaffold-eth-2,edge-runtime,vercel,edge-runtime,NPM
7997,scaffold-eth,scaffold-eth-2,@sentry/hub,getsentry,sentry-javascript,NPM
7998,prysmaticlabs,prysm,gopkg.in/d4l3k/messagediff.v1,,,GOLANG
7999,prysmaticlabs,prysm,github.com/klauspost/compress,klauspost,compress,GOLANG
8000,prysmaticlabs,prysm,github.com/dgraph-io/ristretto,dgraph-io,ristretto,GOLANG
8001,eth-infinitism,account-abstraction,fast-levenshtein,hiddentao,fast-levenshtein,NPM
8002,eth-infinitism,account-abstraction,url,coolaj86,node,NPM
8003,eth-infinitism,account-abstraction,minipass,isaacs,minipass,NPM
8004,eth-infinitism,account-abstraction,@types/chai-as-promised,definitelytyped,definitelytyped,NPM
8005,eth-infinitism,account-abstraction,es-to-primitive,ljharb,es-to-primitive,NPM
8006,eth-infinitism,account-abstraction,quick-lru,sindresorhus,quick-lru,NPM
8007,eth-infinitism,account-abstraction,babel-helpers,babel,babel,NPM
8008,eth-infinitism,account-abstraction,undici,nodejs,undici,NPM
8009,eth-infinitism,account-abstraction,encoding-down,level,encoding-down,NPM
8010,eth-infinitism,account-abstraction,at-least-node,ryanzim,at-least-node,NPM
8011,eth-infinitism,account-abstraction,ws,websockets,ws,NPM
8012,eth-infinitism,account-abstraction,undici-types,nodejs,undici,NPM
8013,eth-infinitism,account-abstraction,babel-helper-function-name,babel,babel,NPM
8014,eth-infinitism,account-abstraction,@nomicfoundation/edr-darwin-x64,nomicfoundation,edr,NPM
8015,eth-infinitism,account-abstraction,string-format,davidchambers,string-format,NPM
8016,grandinetech,grandine,serde_qs,samscott89,serde_qs,CARGO
8017,grandinetech,grandine,take_mut,sgeo,take_mut,CARGO
8018,grandinetech,grandine,hickory-proto,hickory-dns,hickory-dns,CARGO
8019,grandinetech,grandine,chacha20,rustcrypto,stream-ciphers,CARGO
8020,grandinetech,grandine,p256,rustcrypto,elliptic-curves,CARGO
8021,grandinetech,grandine,jsonrpc-core,paritytech,jsonrpc,CARGO
8022,grandinetech,grandine,jemallocator,tikv,jemallocator,CARGO
8023,grandinetech,grandine,pkg-config,rust-lang,pkg-config-rs,CARGO
8024,openzeppelin,openzeppelin-contracts,which-typed-array,inspect-js,which-typed-array,NPM
8025,openzeppelin,openzeppelin-contracts,minimalistic-assert,calvinmetcalf,minimalistic-assert,NPM
8026,openzeppelin,openzeppelin-contracts,proto-list,isaacs,proto-list,NPM
8027,openzeppelin,openzeppelin-contracts,@humanfs/core,humanwhocodes,humanfs,NPM
8028,openzeppelin,openzeppelin-contracts,@adraffy/ens-normalize,adraffy,ens-normalize.js,NPM
8029,nomicfoundation,hardhat,batch,visionmedia,batch,NPM
8030,nomicfoundation,hardhat,@storybook/node-logger,storybookjs,storybook,NPM
8031,nomicfoundation,hardhat,hex-color-regex,regexps,hex-color-regex,NPM
8032,nomicfoundation,hardhat,varint,chrisdickinson,varint,NPM
8033,nomicfoundation,hardhat,dockerode,apocas,dockerode,NPM
8034,nomicfoundation,hardhat,caller-path,sindresorhus,caller-path,NPM
8035,nomicfoundation,hardhat,regjsparser,jviereck,regjsparser,NPM
8036,nomicfoundation,hardhat,ansi-html-community,mahdyar,ansi-html-community,NPM
8037,nomicfoundation,hardhat,eip55,cryptocoinjs,eip55,NPM
8038,nomicfoundation,hardhat,@vuepress/plugin-register-components,vuepress,ecosystem,NPM
